"No.","Leftover Capture Data","Length","Source Port","Destination Port","Time","Source","Destination","Protocol","Info"
"263","00fdfe00","31","0x00000001","0xffffffff","13.150823","1.3.1","host","USB","URB_INTERRUPT in"
"264","00fefe00","31","0x00000001","0xffffffff","13.166423","1.3.1","host","USB","URB_INTERRUPT in"
"265","00fdfd00","31","0x00000001","0xffffffff","13.197623","1.3.1","host","USB","URB_INTERRUPT in"
"266","00fefe00","31","0x00000001","0xffffffff","13.213223","1.3.1","host","USB","URB_INTERRUPT in"
"267","00fdfd00","31","0x00000001","0xffffffff","13.244423","1.3.1","host","USB","URB_INTERRUPT in"
"268","00fcfe00","31","0x00000001","0xffffffff","13.260023","1.3.1","host","USB","URB_INTERRUPT in"
"269","00fcfc00","31","0x00000001","0xffffffff","13.291223","1.3.1","host","USB","URB_INTERRUPT in"
"270","00fdfd00","31","0x00000001","0xffffffff","13.306823","1.3.1","host","USB","URB_INTERRUPT in"
"271","00ffff00","31","0x00000001","0xffffffff","13.322423","1.3.1","host","USB","URB_INTERRUPT in"
"272","00fefe00","31","0x00000001","0xffffffff","13.353623","1.3.1","host","USB","URB_INTERRUPT in"
"273","00fefd00","31","0x00000001","0xffffffff","13.369223","1.3.1","host","USB","URB_INTERRUPT in"
"274","00ffff00","31","0x00000001","0xffffffff","13.400423","1.3.1","host","USB","URB_INTERRUPT in"
"275","00fffe00","31","0x00000001","0xffffffff","13.447223","1.3.1","host","USB","URB_INTERRUPT in"
"276","0000ff00","31","0x00000001","0xffffffff","13.462823","1.3.1","host","USB","URB_INTERRUPT in"
"277","00fffe00","31","0x00000001","0xffffffff","13.494024","1.3.1","host","USB","URB_INTERRUPT in"
"278","00feff00","31","0x00000001","0xffffffff","13.509624","1.3.1","host","USB","URB_INTERRUPT in"
"279","00fffe00","31","0x00000001","0xffffffff","13.540824","1.3.1","host","USB","URB_INTERRUPT in"
"280","00fffe00","31","0x00000001","0xffffffff","13.556424","1.3.1","host","USB","URB_INTERRUPT in"
"281","0000fe00","31","0x00000001","0xffffffff","13.587624","1.3.1","host","USB","URB_INTERRUPT in"
"282","00fefe00","31","0x00000001","0xffffffff","13.603224","1.3.1","host","USB","URB_INTERRUPT in"
"283","00fffd00","31","0x00000001","0xffffffff","13.634424","1.3.1","host","USB","URB_INTERRUPT in"
"284","00fffd00","31","0x00000001","0xffffffff","13.650024","1.3.1","host","USB","URB_INTERRUPT in"
"285","00fefd00","31","0x00000001","0xffffffff","13.665624","1.3.1","host","USB","URB_INTERRUPT in"
"286","00fefe00","31","0x00000001","0xffffffff","13.696824","1.3.1","host","USB","URB_INTERRUPT in"
"287","00fffc00","31","0x00000001","0xffffffff","13.712424","1.3.1","host","USB","URB_INTERRUPT in"
"288","00fdfd00","31","0x00000001","0xffffffff","13.743624","1.3.1","host","USB","URB_INTERRUPT in"
"289","00fffd00","31","0x00000001","0xffffffff","13.759224","1.3.1","host","USB","URB_INTERRUPT in"
"290","00fffd00","31","0x00000001","0xffffffff","13.790424","1.3.1","host","USB","URB_INTERRUPT in"
"291","00fffc00","31","0x00000001","0xffffffff","13.806024","1.3.1","host","USB","URB_INTERRUPT in"
"292","00fdfd00","31","0x00000001","0xffffffff","13.837224","1.3.1","host","USB","URB_INTERRUPT in"
"293","00fffe00","31","0x00000001","0xffffffff","13.852824","1.3.1","host","USB","URB_INTERRUPT in"
"294","00fffe00","31","0x00000001","0xffffffff","13.884024","1.3.1","host","USB","URB_INTERRUPT in"
"295","00fdfd00","31","0x00000001","0xffffffff","13.899624","1.3.1","host","USB","URB_INTERRUPT in"
"296","0000ff00","31","0x00000001","0xffffffff","13.930824","1.3.1","host","USB","URB_INTERRUPT in"
"297","00fffe00","31","0x00000001","0xffffffff","13.946424","1.3.1","host","USB","URB_INTERRUPT in"
"298","00fffe00","31","0x00000001","0xffffffff","13.962024","1.3.1","host","USB","URB_INTERRUPT in"
"299","00fefe00","31","0x00000001","0xffffffff","13.993224","1.3.1","host","USB","URB_INTERRUPT in"
"300","00ffff00","31","0x00000001","0xffffffff","14.008824","1.3.1","host","USB","URB_INTERRUPT in"
"301","0000fe00","31","0x00000001","0xffffffff","14.040024","1.3.1","host","USB","URB_INTERRUPT in"
"302","00ffff00","31","0x00000001","0xffffffff","14.055625","1.3.1","host","USB","URB_INTERRUPT in"
"303","00ffff00","31","0x00000001","0xffffffff","14.086825","1.3.1","host","USB","URB_INTERRUPT in"
"304","0000ff00","31","0x00000001","0xffffffff","14.102425","1.3.1","host","USB","URB_INTERRUPT in"
"305","0000fe00","31","0x00000001","0xffffffff","14.133625","1.3.1","host","USB","URB_INTERRUPT in"
"306","00fefe00","31","0x00000001","0xffffffff","14.149225","1.3.1","host","USB","URB_INTERRUPT in"
"307","00fefe00","31","0x00000001","0xffffffff","14.180425","1.3.1","host","USB","URB_INTERRUPT in"
"308","00fffd00","31","0x00000001","0xffffffff","14.196025","1.3.1","host","USB","URB_INTERRUPT in"
"309","00fefd00","31","0x00000001","0xffffffff","14.227225","1.3.1","host","USB","URB_INTERRUPT in"
"310","00fefb00","31","0x00000001","0xffffffff","14.242825","1.3.1","host","USB","URB_INTERRUPT in"
"311","00fdfd00","31","0x00000001","0xffffffff","14.274025","1.3.1","host","USB","URB_INTERRUPT in"
"312","00fffd00","31","0x00000001","0xffffffff","14.289625","1.3.1","host","USB","URB_INTERRUPT in"
"313","00fffe00","31","0x00000001","0xffffffff","14.336425","1.3.1","host","USB","URB_INTERRUPT in"
"314","00ffff00","31","0x00000001","0xffffffff","14.352025","1.3.1","host","USB","URB_INTERRUPT in"
"315","0000ff00","31","0x00000001","0xffffffff","14.383225","1.3.1","host","USB","URB_INTERRUPT in"
"316","00ff0100","31","0x00000001","0xffffffff","14.882426","1.3.1","host","USB","URB_INTERRUPT in"
"317","00ff0100","31","0x00000001","0xffffffff","14.913626","1.3.1","host","USB","URB_INTERRUPT in"
"318","00ff0200","31","0x00000001","0xffffffff","14.929226","1.3.1","host","USB","URB_INTERRUPT in"
"319","00000200","31","0x00000001","0xffffffff","14.976026","1.3.1","host","USB","URB_INTERRUPT in"
"320","00000300","31","0x00000001","0xffffffff","15.007226","1.3.1","host","USB","URB_INTERRUPT in"
"321","00000100","31","0x00000001","0xffffffff","15.022826","1.3.1","host","USB","URB_INTERRUPT in"
"322","00ff0100","31","0x00000001","0xffffffff","15.038426","1.3.1","host","USB","URB_INTERRUPT in"
"323","00ff0200","31","0x00000001","0xffffffff","15.069626","1.3.1","host","USB","URB_INTERRUPT in"
"324","00000100","31","0x00000001","0xffffffff","15.085226","1.3.1","host","USB","URB_INTERRUPT in"
"325","00fd0300","31","0x00000001","0xffffffff","15.116426","1.3.1","host","USB","URB_INTERRUPT in"
"326","00000100","31","0x00000001","0xffffffff","15.132026","1.3.1","host","USB","URB_INTERRUPT in"
"327","00ff0100","31","0x00000001","0xffffffff","15.163226","1.3.1","host","USB","URB_INTERRUPT in"
"328","00ff0200","31","0x00000001","0xffffffff","15.178826","1.3.1","host","USB","URB_INTERRUPT in"
"329","00fe0200","31","0x00000001","0xffffffff","15.225627","1.3.1","host","USB","URB_INTERRUPT in"
"330","00ff0100","31","0x00000001","0xffffffff","15.319227","1.3.1","host","USB","URB_INTERRUPT in"
"331","01000000","31","0x00000001","0xffffffff","15.834028","1.3.1","host","USB","URB_INTERRUPT in"
"332","00000000","31","0x00000001","0xffffffff","16.099228","1.3.1","host","USB","URB_INTERRUPT in"
"333","00ff0100","31","0x00000001","0xffffffff","16.941630","1.3.1","host","USB","URB_INTERRUPT in"
"334","00ff0100","31","0x00000001","0xffffffff","16.972830","1.3.1","host","USB","URB_INTERRUPT in"
"335","00fe0100","31","0x00000001","0xffffffff","16.988430","1.3.1","host","USB","URB_INTERRUPT in"
"336","00fd0300","31","0x00000001","0xffffffff","17.019630","1.3.1","host","USB","URB_INTERRUPT in"
"337","00fc0200","31","0x00000001","0xffffffff","17.035230","1.3.1","host","USB","URB_INTERRUPT in"
"338","00fc0400","31","0x00000001","0xffffffff","17.066430","1.3.1","host","USB","URB_INTERRUPT in"
"339","00fb0400","31","0x00000001","0xffffffff","17.082030","1.3.1","host","USB","URB_INTERRUPT in"
"340","00fc0500","31","0x00000001","0xffffffff","17.113230","1.3.1","host","USB","URB_INTERRUPT in"
"341","00fd0400","31","0x00000001","0xffffffff","17.128830","1.3.1","host","USB","URB_INTERRUPT in"
"342","00fe0500","31","0x00000001","0xffffffff","17.144430","1.3.1","host","USB","URB_INTERRUPT in"
"343","00fe0400","31","0x00000001","0xffffffff","17.175630","1.3.1","host","USB","URB_INTERRUPT in"
"344","00000500","31","0x00000001","0xffffffff","17.191230","1.3.1","host","USB","URB_INTERRUPT in"
"345","00000300","31","0x00000001","0xffffffff","17.222430","1.3.1","host","USB","URB_INTERRUPT in"
"346","00000400","31","0x00000001","0xffffffff","17.238030","1.3.1","host","USB","URB_INTERRUPT in"
"347","00000100","31","0x00000001","0xffffffff","17.269230","1.3.1","host","USB","URB_INTERRUPT in"
"348","00070000","31","0x00000001","0xffffffff","17.862031","1.3.1","host","USB","URB_INTERRUPT in"
"349","0002fd00","31","0x00000001","0xffffffff","17.877631","1.3.1","host","USB","URB_INTERRUPT in"
"350","0000ff00","31","0x00000001","0xffffffff","17.908831","1.3.1","host","USB","URB_INTERRUPT in"
"351","00010000","31","0x00000001","0xffffffff","18.064832","1.3.1","host","USB","URB_INTERRUPT in"
"352","00fb0000","31","0x00000001","0xffffffff","18.096032","1.3.1","host","USB","URB_INTERRUPT in"
"353","00fb0000","31","0x00000001","0xffffffff","18.111632","1.3.1","host","USB","URB_INTERRUPT in"
"354","00fbff00","31","0x00000001","0xffffffff","18.142832","1.3.1","host","USB","URB_INTERRUPT in"
"355","00f80000","31","0x00000001","0xffffffff","18.158432","1.3.1","host","USB","URB_INTERRUPT in"
"356","00fc0000","31","0x00000001","0xffffffff","18.189632","1.3.1","host","USB","URB_INTERRUPT in"
"357","00fb0000","31","0x00000001","0xffffffff","18.205232","1.3.1","host","USB","URB_INTERRUPT in"
"358","00ff0000","31","0x00000001","0xffffffff","18.236432","1.3.1","host","USB","URB_INTERRUPT in"
"359","00ff0000","31","0x00000001","0xffffffff","18.252032","1.3.1","host","USB","URB_INTERRUPT in"
"360","00fd0000","31","0x00000001","0xffffffff","18.298832","1.3.1","host","USB","URB_INTERRUPT in"
"361","00fd0100","31","0x00000001","0xffffffff","18.314432","1.3.1","host","USB","URB_INTERRUPT in"
"362","00fb0300","31","0x00000001","0xffffffff","18.345632","1.3.1","host","USB","URB_INTERRUPT in"
"363","00fd0100","31","0x00000001","0xffffffff","18.361232","1.3.1","host","USB","URB_INTERRUPT in"
"364","00fc0100","31","0x00000001","0xffffffff","18.392432","1.3.1","host","USB","URB_INTERRUPT in"
"365","00fd0200","31","0x00000001","0xffffffff","18.408032","1.3.1","host","USB","URB_INTERRUPT in"
"366","00fe0100","31","0x00000001","0xffffffff","18.439232","1.3.1","host","USB","URB_INTERRUPT in"
"367","00ff0100","31","0x00000001","0xffffffff","18.454832","1.3.1","host","USB","URB_INTERRUPT in"
"368","00fe0100","31","0x00000001","0xffffffff","18.501632","1.3.1","host","USB","URB_INTERRUPT in"
"369","00fd0100","31","0x00000001","0xffffffff","18.626433","1.3.1","host","USB","URB_INTERRUPT in"
"370","00ff0100","31","0x00000001","0xffffffff","18.642033","1.3.1","host","USB","URB_INTERRUPT in"
"371","00fe0100","31","0x00000001","0xffffffff","18.688833","1.3.1","host","USB","URB_INTERRUPT in"
"372","00ff0000","31","0x00000001","0xffffffff","18.704433","1.3.1","host","USB","URB_INTERRUPT in"
"373","00ff0000","31","0x00000001","0xffffffff","18.735633","1.3.1","host","USB","URB_INTERRUPT in"
"374","00fe0100","31","0x00000001","0xffffffff","18.751233","1.3.1","host","USB","URB_INTERRUPT in"
"375","00fe0100","31","0x00000001","0xffffffff","18.782433","1.3.1","host","USB","URB_INTERRUPT in"
"376","00ff0000","31","0x00000001","0xffffffff","18.798033","1.3.1","host","USB","URB_INTERRUPT in"
"377","00fe0100","31","0x00000001","0xffffffff","18.829233","1.3.1","host","USB","URB_INTERRUPT in"
"378","00fe0100","31","0x00000001","0xffffffff","18.844833","1.3.1","host","USB","URB_INTERRUPT in"
"379","00fe0000","31","0x00000001","0xffffffff","18.876033","1.3.1","host","USB","URB_INTERRUPT in"
"380","00fd0100","31","0x00000001","0xffffffff","18.891633","1.3.1","host","USB","URB_INTERRUPT in"
"381","00fd0100","31","0x00000001","0xffffffff","18.922833","1.3.1","host","USB","URB_INTERRUPT in"
"382","00fc0300","31","0x00000001","0xffffffff","18.938433","1.3.1","host","USB","URB_INTERRUPT in"
"383","00fd0100","31","0x00000001","0xffffffff","18.969633","1.3.1","host","USB","URB_INTERRUPT in"
"384","00fc0200","31","0x00000001","0xffffffff","18.985233","1.3.1","host","USB","URB_INTERRUPT in"
"385","00fc0300","31","0x00000001","0xffffffff","19.016433","1.3.1","host","USB","URB_INTERRUPT in"
"386","00fc0200","31","0x00000001","0xffffffff","19.032033","1.3.1","host","USB","URB_INTERRUPT in"
"387","00fc0300","31","0x00000001","0xffffffff","19.063233","1.3.1","host","USB","URB_INTERRUPT in"
"388","00fb0200","31","0x00000001","0xffffffff","19.078833","1.3.1","host","USB","URB_INTERRUPT in"
"389","00fc0300","31","0x00000001","0xffffffff","19.094433","1.3.1","host","USB","URB_INTERRUPT in"
"390","00fd0200","31","0x00000001","0xffffffff","19.125633","1.3.1","host","USB","URB_INTERRUPT in"
"391","00fc0300","31","0x00000001","0xffffffff","19.141233","1.3.1","host","USB","URB_INTERRUPT in"
"392","00fc0300","31","0x00000001","0xffffffff","19.172434","1.3.1","host","USB","URB_INTERRUPT in"
"393","00fe0400","31","0x00000001","0xffffffff","19.188034","1.3.1","host","USB","URB_INTERRUPT in"
"394","00fc0400","31","0x00000001","0xffffffff","19.219234","1.3.1","host","USB","URB_INTERRUPT in"
"395","00fe0300","31","0x00000001","0xffffffff","19.234834","1.3.1","host","USB","URB_INTERRUPT in"
"396","00fb0600","31","0x00000001","0xffffffff","19.266034","1.3.1","host","USB","URB_INTERRUPT in"
"397","00fb0400","31","0x00000001","0xffffffff","19.281634","1.3.1","host","USB","URB_INTERRUPT in"
"398","00fb0400","31","0x00000001","0xffffffff","19.312834","1.3.1","host","USB","URB_INTERRUPT in"
"399","00fb0400","31","0x00000001","0xffffffff","19.328434","1.3.1","host","USB","URB_INTERRUPT in"
"400","00fc0400","31","0x00000001","0xffffffff","19.359634","1.3.1","host","USB","URB_INTERRUPT in"
"401","00fb0400","31","0x00000001","0xffffffff","19.375234","1.3.1","host","USB","URB_INTERRUPT in"
"402","00fb0400","31","0x00000001","0xffffffff","19.390834","1.3.1","host","USB","URB_INTERRUPT in"
"403","00fd0200","31","0x00000001","0xffffffff","19.422034","1.3.1","host","USB","URB_INTERRUPT in"
"404","00fe0100","31","0x00000001","0xffffffff","19.437634","1.3.1","host","USB","URB_INTERRUPT in"
"405","00fe0200","31","0x00000001","0xffffffff","19.468834","1.3.1","host","USB","URB_INTERRUPT in"
"406","00ff0000","31","0x00000001","0xffffffff","19.484434","1.3.1","host","USB","URB_INTERRUPT in"
"407","00ff0100","31","0x00000001","0xffffffff","19.515634","1.3.1","host","USB","URB_INTERRUPT in"
"408","00ff0000","31","0x00000001","0xffffffff","19.562434","1.3.1","host","USB","URB_INTERRUPT in"
"409","00fe0000","31","0x00000001","0xffffffff","19.578034","1.3.1","host","USB","URB_INTERRUPT in"
"410","00fe0100","31","0x00000001","0xffffffff","19.609234","1.3.1","host","USB","URB_INTERRUPT in"
"411","00fd0100","31","0x00000001","0xffffffff","19.640434","1.3.1","host","USB","URB_INTERRUPT in"
"412","00fe0100","31","0x00000001","0xffffffff","19.671634","1.3.1","host","USB","URB_INTERRUPT in"
"413","00fc0200","31","0x00000001","0xffffffff","19.687234","1.3.1","host","USB","URB_INTERRUPT in"
"414","00fe0100","31","0x00000001","0xffffffff","19.718434","1.3.1","host","USB","URB_INTERRUPT in"
"415","00fe0100","31","0x00000001","0xffffffff","19.734034","1.3.1","host","USB","URB_INTERRUPT in"
"416","00fc0200","31","0x00000001","0xffffffff","19.765235","1.3.1","host","USB","URB_INTERRUPT in"
"417","00fc0100","31","0x00000001","0xffffffff","19.780835","1.3.1","host","USB","URB_INTERRUPT in"
"418","00fb0200","31","0x00000001","0xffffffff","19.812035","1.3.1","host","USB","URB_INTERRUPT in"
"419","00fa0200","31","0x00000001","0xffffffff","19.827635","1.3.1","host","USB","URB_INTERRUPT in"
"420","00f90200","31","0x00000001","0xffffffff","19.858835","1.3.1","host","USB","URB_INTERRUPT in"
"421","00fa0100","31","0x00000001","0xffffffff","19.874435","1.3.1","host","USB","URB_INTERRUPT in"
"422","00f70200","31","0x00000001","0xffffffff","19.905635","1.3.1","host","USB","URB_INTERRUPT in"
"423","00f70100","31","0x00000001","0xffffffff","19.921235","1.3.1","host","USB","URB_INTERRUPT in"
"424","00f50100","31","0x00000001","0xffffffff","19.952435","1.3.1","host","USB","URB_INTERRUPT in"
"425","00f50100","31","0x00000001","0xffffffff","19.968035","1.3.1","host","USB","URB_INTERRUPT in"
"426","00f50300","31","0x00000001","0xffffffff","19.999235","1.3.1","host","USB","URB_INTERRUPT in"
"427","00f30100","31","0x00000001","0xffffffff","20.014835","1.3.1","host","USB","URB_INTERRUPT in"
"428","00f50100","31","0x00000001","0xffffffff","20.030435","1.3.1","host","USB","URB_INTERRUPT in"
"429","00f70300","31","0x00000001","0xffffffff","20.061635","1.3.1","host","USB","URB_INTERRUPT in"
"430","00f60100","31","0x00000001","0xffffffff","20.077235","1.3.1","host","USB","URB_INTERRUPT in"
"431","00f60300","31","0x00000001","0xffffffff","20.108435","1.3.1","host","USB","URB_INTERRUPT in"
"432","00fa0200","31","0x00000001","0xffffffff","20.124035","1.3.1","host","USB","URB_INTERRUPT in"
"433","00fa0300","31","0x00000001","0xffffffff","20.155235","1.3.1","host","USB","URB_INTERRUPT in"
"434","00f90200","31","0x00000001","0xffffffff","20.170835","1.3.1","host","USB","URB_INTERRUPT in"
"435","00fb0100","31","0x00000001","0xffffffff","20.202035","1.3.1","host","USB","URB_INTERRUPT in"
"436","00fb0300","31","0x00000001","0xffffffff","20.217635","1.3.1","host","USB","URB_INTERRUPT in"
"437","00fb0200","31","0x00000001","0xffffffff","20.248835","1.3.1","host","USB","URB_INTERRUPT in"
"438","00fa0300","31","0x00000001","0xffffffff","20.264435","1.3.1","host","USB","URB_INTERRUPT in"
"439","00fd0100","31","0x00000001","0xffffffff","20.295635","1.3.1","host","USB","URB_INTERRUPT in"
"440","00fa0300","31","0x00000001","0xffffffff","20.311236","1.3.1","host","USB","URB_INTERRUPT in"
"441","00fa0100","31","0x00000001","0xffffffff","20.342436","1.3.1","host","USB","URB_INTERRUPT in"
"442","00f90200","31","0x00000001","0xffffffff","20.358036","1.3.1","host","USB","URB_INTERRUPT in"
"443","00fa0200","31","0x00000001","0xffffffff","20.389236","1.3.1","host","USB","URB_INTERRUPT in"
"444","00f90100","31","0x00000001","0xffffffff","20.404836","1.3.1","host","USB","URB_INTERRUPT in"
"445","00fb0200","31","0x00000001","0xffffffff","20.436036","1.3.1","host","USB","URB_INTERRUPT in"
"446","00f90200","31","0x00000001","0xffffffff","20.451636","1.3.1","host","USB","URB_INTERRUPT in"
"447","00fa0200","31","0x00000001","0xffffffff","20.482836","1.3.1","host","USB","URB_INTERRUPT in"
"448","00fa0100","31","0x00000001","0xffffffff","20.498436","1.3.1","host","USB","URB_INTERRUPT in"
